0.03425	0.4	0.13
0.9195	0.45	0.357
0.83025	0.45	0.334
0.74675	0.45	0.32
0.58875	0.45	0.308
0.51175	0.45	0.303
0.3625	0.45	0.287
0.22075	0.45	0.27
0.15325	0.45	0.26
0.08825	0.45	0.246
0.02675	0.45	0.102
0.82625	0.5	0.371
0.7335	0.5	0.353
0.64525	0.5	0.344
0.55925	0.5	0.337
0.475	0.5	0.328
0.393	0.5	0.322
0.3125	0.5	0.312
0.2345	0.5	0.301
0.15925	0.5	0.287
0.0875	0.5	0.269
0.02025	0.5	0.036
0.9175	0.5	0.373
0.82425	0.5	0.352
0.65	0.5	0.338
0.5655	0.5	0.331
0.48275	0.5	0.325
0.4015	0.5	0.32
0.2425	0.5	0.302
0.167	0.5	0.29
0.0945	0.5	0.274
0.9345	0.55	0.439
0.72525	0.55	0.386
0.62875	0.55	0.377
0.4425	0.55	0.362
0.352	0.55	0.355
0.176	0.55	0.333
0.09275	0.55	0.308
0.01575	0.55	0.055
0.93125	0.55	0.432
0.82325	0.55	0.4
0.72325	0.55	0.389
0.626	0.55	0.381
0.53075	0.55	0.374
0.43725	0.55	0.363
0.25775	0.55	0.343
0.172	0.55	0.322
0.0915	0.55	0.3
0.0165	0.55	0.059
0.92375	0.6	0.476
0.80475	0.6	0.436
0.69575	0.6	0.424
0.58975	0.6	0.417
0.4855	0.6	0.403
0.38475	0.6	0.393
0.2865	0.6	0.382
0.191	0.6	0.355
0.10225	0.6	0.331
0.0195	0.6	0.08
0.80475	0.6	0.428
0.69775	0.6	0.411
0.595	0.6	0.402
0.4945	0.6	0.39
0.397	0.6	0.38
0.302	0.6	0.37
0.2095	0.6	0.352
0.1215	0.6	0.34
0.0365	0.6	0.137
0.91825	0.65	0.498
0.79375	0.65	0.463
0.678	0.65	0.446
0.5665	0.65	0.436
0.4575	0.65	0.425
0.2485	0.65	0.392
0.1505	0.65	0.365
0.05925	0.65	0.231
0.92675	0.65	0.511
0.799	0.65	0.469
0.68175	0.65	0.45
0.4595	0.65	0.431
0.35175	0.65	0.422
0.24625	0.65	0.402
0.0515	0.65	0.198
0.92325	0.7	0.544
0.78725	0.7	0.504
0.66125	0.7	0.483
0.5405	0.7	0.47
0.423	0.7	0.454
0.3095	0.7	0.438
0.2	0.7	0.41
0.0975	0.7	0.375
0.92725	0.7	0.541
0.792	0.7	0.507
0.54325	0.7	0.471
0.4255	0.7	0.455
0.20225	0.7	0.402
0.10175	0.7	0.368
0.00975	0.7	0.033
0.9275	0.75	0.581
0.78225	0.75	0.521
0.652	0.75	0.504
0.526	0.75	0.495
0.40225	0.75	0.475
0.2835	0.75	0.454
0.17	0.75	0.432
0.92675	0.75	0.584
0.78075	0.75	0.521
0.6505	0.75	0.507
0.52375	0.75	0.492
0.40075	0.75	0.477
0.2815	0.75	0.457
0.16725	0.75	0.423
0.93225	0.8	0.607
0.7805	0.8	0.549
0.64325	0.8	0.533
0.3805	0.8	0.498
0.256	0.8	0.473
0.13775	0.8	0.446
0.02625	0.8	0.103
0.7835	0.8	0.562
0.643	0.8	0.54
0.508	0.8	0.527
0.37625	0.8	0.515
0.2475	0.8	0.488
0.1255	0.8	0.445
0.01425	0.8	0.05
0.93525	0.85	0.648
0.77325	0.85	0.592
0.62525	0.85	0.579
0.4805	0.85	0.557
0.34125	0.85	0.532
0.20825	0.85	0.496
0.08425	0.85	0.332
0.929	0.85	0.661
0.76375	0.85	0.6
0.46725	0.85	0.57
0.18825	0.85	0.505
0.062	0.85	0.244
0.943	0.9	0.684
0.772	0.9	0.618
0.6175	0.9	0.591
0.46975	0.9	0.578
0.32525	0.9	0.547
0.1885	0.9	0.507
0.757	0.9	0.614
0.6035	0.9	0.59
0.456	0.9	0.571
0.31325	0.9	0.538
0.17875	0.9	0.51
0.05125	0.9	0.199
0.92975	0.95	0.714
0.75125	0.95	0.659
0.5865	0.95	0.628
0.4295	0.95	0.596
0.2805	0.95	0.56
0.1405	0.95	0.506
0.014	0.95	0.051
0.75175	0.95	0.673
0.5835	0.95	0.65
0.421	0.95	0.619
0.26625	0.95	0.581
0.121	0.95	0.474
0.92675	1	0.781
0.7315	1	0.707
0.55475	1	0.683
0.2225	1	0.601
0.07225	1	0.291
0.92875	1	0.754
0.74025	1	0.704
0.238	1	0.595
0.08925	1	0.349
