1419.6	17.9	50
1295.9	17.4	50
1226.8	17.1	50
1142.1	16.7	50
1059.3	16.3	50
931.1	15.7	50
884.3	15.5	50
618.1	14.1	50
401	13	50
375	12.8	50
178.1	11.7	50
75.7	11.1	50
1665.1	35.9	100
1629.2	35.9	100
1487.2	34.8	100
1349.7	33.6	100
1282.7	33.1	100
1184.1	32.3	100
994.4	30.7	100
933.3	30.1	100
903.2	29.8	100
843.8	29.3	100
644.5	27.5	100
617	27.2	100
562.8	26.8	100
457.5	25.8	100
1696	51.7	150
1541.8	50.6	150
882.5	43.6	150
838.9	42.9	150
630.5	39.7	150
220.3	34.1	150
186.2	33.5	150
1696.2	70.2	200
1290.1	64.1	200
1162.9	62.1	200
1100.8	61	200
1039.8	60	200
979.8	58.7	200
863.1	57	200
806.1	55.7	200
536.1	51.2	200
434.6	49.4	200
66.8	41.6	200
1441.9	82.5	250
1359.4	80.7	250
827	69.9	250
86.9	51.9	250
1240.5	93.1	300
1056.4	88.8	300
796.8	82.3	300
556.4	76	300
406.4	71.9	300
264.5	67.8	300
131.1	63.6	300
1062	102.4	350
579	88.1	350
490.9	85.3	350
1391	127.1	400
1140.4	119.6	400
580.2	100.9	400
641.7	115.3	450
309.1	101.8	450
207.3	96.9	450
1740	171	500
1244.8	153.1	500
1540.5	180.5	550
1731	187	550
1363.3	172.9	550
